,year,artist,track,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
61,1980,Barbra Streisand,Guilty (feat. Barry Gibb),60mGckXEG1EzR4VmjYLfEW,64,0.626,0.425,0,-15.656,1,0.0356,0.231,0,0.114,0.952,150.875,264333,4
62,1980,Bob Marley & The Wailers,Pimper's Paradise,5JqCmd41S3PZ2AS6GuHqcR,65,0.939,0.65,9,-8.282,0,0.0615,0.00557,0,0.0429,0.968,134.727,207773,4
63,1980,Eagles,Seven Bridges Road - Live; 1999 Remaster,1osAmhnIT0rtuqLZ1IliBQ,57,0.356,0.331,7,-11.065,1,0.0435,0.445,0,0.891,0.263,111.995,184640,5
64,1980,"Hank Williams, Jr.",The American Way,1OwQ7xpk7nCXlt8TqVoNl1,55,0.625,0.578,2,-12.472,1,0.0315,0.396,0.00054,0.032,0.733,116.087,187333,4
65,1980,Bob Seger,You'll Accomp'ny Me,5pKo2ed3oEdFFV5L8xUA04,56,0.589,0.751,9,-5.663,1,0.0403,0.0785,2.38e-06,0.0878,0.637,108.849,240227,4
66,1980,Shalamar,This Is for the Lover in You,78zalqlTeKYmNiQBXANKDl,54,0.642,0.572,0,-7.345,0,0.0475,0.475,0,0.157,0.747,177.514,304000,4
67,1980,Genesis,Misunderstanding,7zjSZQkMoGKylSq6s1rK9Y,55,0.645,0.828,0,-8.493,1,0.0373,0.234,0,0.2,0.774,121.217,191667,3
68,1980,John Mellencamp,Ain't Even Done With The Night,4z8D58IC56O0JH2B818SkX,56,0.791,0.7,11,-6.96,1,0.0297,0.201,0.000312,0.0562,0.8,120.741,279067,4
69,1980,Stevie Wonder,All I Do,0k3fBeBIcok5gbYQyQbxP5,57,0.849,0.5,11,-16.705,1,0.0915,0.0842,0,0.107,0.88,117.217,306667,4
70,1980,Don Williams,I Believe In You,1PpbrbgsXRXeKw1GnZMEv7,58,0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,246440,3
71,1980,Frank Sinatra,"Theme From New York, New York",3QksrtI9VFCBHWA4rgvcV8,61,0.408,0.414,2,-11.083,1,0.0297,0.282,0,0.153,0.576,107.469,206067,4
72,1980,Alabama,High Cotton,2KEu2z1f7TakR3KY4jGLzl,57,0.661,0.581,5,-9.67,1,0.032,0.423,0,0.11,0.863,91.11,180320,4
73,1980,Loverboy,Turn Me Loose,2Z81PDDYNMTxZKiU2XIuFx,57,0.588,0.641,5,-12.205,1,0.0312,0.0841,0.000663,0.303,0.548,119.374,337933,4
74,1980,Talking Heads,Once in a Lifetime,1Tr4K5MU5XYE44umXGDndd,56,0.646,0.88,2,-7.753,1,0.0637,0.0623,0.157,0.355,0.802,116.916,259600,4
75,1980,Lakeside,Fantastic Voyage,0rc9Uwm4vmnQEfx5omLWWF,53,0.816,0.603,7,-11.924,1,0.0749,0.134,4.27e-05,0.152,0.963,114.767,370893,4
76,1980,John Lennon,Woman - Remastered 2010,0GGxVTb0UwDwdaKNjBdCn3,70,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
77,1980,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,1SV1fxF65n9NhRHp3KlBuu,61,0.774,0.511,11,-8.914,1,0.0319,0.322,0,0.0672,0.771,94.736,227653,4
78,1980,Eddie Rabbitt,Drivin' My Life Away,0ijdFzcMMkyr5FP73daA0Q,56,0.571,0.57,9,-14.091,1,0.047,0.113,0.00244,0.066,0.814,168.943,196200,4
79,1980,Alabama,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),4lDHpM8kYUjVScfD8nfQ7A,55,0.449,0.645,9,-15.2,1,0.0385,0.263,2.9e-06,0.901,0.777,109.581,212667,4
80,1980,NVBR,4 morant,48Q8yQzO4QF5JyLzo2Azsx,60,0.497,0.801,11,-2.336,1,0.379,0.105,0.065,0.352,0.42,169.986,172231,3
81,1980,Paul Simon,Late in the Evening,2h23bjG8B3bcD47HBu6bHG,59,0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,242707,4
82,1980,Bob Seger,Fire Lake,2fZw0ya0oI4pXsjkB0NBHs,56,0.613,0.695,9,-5.783,1,0.0253,0.23,0.00191,0.187,0.45,122.47,212987,4
83,1980,Ambrosia,You're the Only Woman - You & I,11qmuUlW5q5diLiVSOlsSF,55,0.738,0.516,8,-8.861,0,0.026,0.0899,0,0.0666,0.869,104.925,262907,4
84,1980,Merle Haggard,I Think I'll Just Stay Here And Drink,3lX7epJ9xWICkf1YauHYgM,54,0.604,0.653,9,-12.703,1,0.0355,0.194,0.125,0.0442,0.935,171.968,271160,4
85,1980,Rush,Freewill,2XwYeBzumtjxVbFWwhJpsy,54,0.485,0.935,2,-7.005,1,0.0696,0.0113,3.89e-05,0.331,0.68,155.61,321800,4
86,1980,Conway Twitty,I'd Just Love To Lay You Down,41BPEpefFwQqU2CHLQrsrm,53,0.649,0.561,2,-8.854,1,0.0356,0.57,0,0.106,0.79,81.973,200560,4
87,1980,John Williams,The Imperial March (Darth Vader's Theme),2bw4WgXyXP90hIex7ur58y,58,0.577,0.379,7,-13.82,0,0.0368,0.753,0.955,0.126,0.284,103.112,179573,4
88,1980,The Police,"De Do Do Do, De Da Da Da",0yJvWbn8xQKiDZ84VN5lQG,64,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,247293,4
89,1980,Waylon Jennings,"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",4zxjGksj1DYHmEUvGh8UqT,55,0.631,0.888,5,-8.491,1,0.0375,0.171,0.0433,0.146,0.925,147.824,126787,4
90,1980,Air Supply,Lost In Love,6MfVSA5iKBPHzo6RGARjL0,64,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.362,233867,4
91,1980,Bob Marley & The Wailers,Real Situation,6d4B82vt7pjdzumBmV6HiZ,60,0.892,0.397,7,-9.888,1,0.26,0.00307,0.00118,0.0736,0.748,131.602,188314,4
92,1980,The Cure,Play for Today - 2006 Remaster,1PnQ1sK77wMXagGDhwfBdY,52,0.676,0.839,11,-8.775,0,0.0752,0.0364,0.0164,0.1,0.855,80.417,220640,4
93,1980,Wailing Souls,Act Of Affection,7nPMsFa65oZMAUHNuTmTVP,57,0.821,0.612,2,-7.013,1,0.0637,0.101,0.000202,0.0368,0.864,137.46,164907,4
94,1980,AC/DC,Have a Drink on Me,4dDurgTN3eGyU0ghzFJ0T1,57,0.421,0.889,2,-5.166,1,0.0545,0.00167,0.00838,0.654,0.424,122.424,238467,4
95,1980,David Bowie,Ashes to Ashes - 2017 Remaster,37CRPk0L5ZpfPeePEPwE0t,64,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,266160,4
96,1980,Zapp,More Bounce to the Ounce,1LiwqqaafXkNQuWGW3HeId,53,0.85,0.818,0,-8.623,1,0.0904,0.124,0.00135,0.349,0.839,105.266,311120,4
97,1980,Bob Seger,Her Strut,7q8ma1NaWeQfmO6zdvuuT6,53,0.644,0.829,8,-4.399,1,0.0512,0.00269,0.00447,0.0794,0.461,115.883,233347,4
98,1980,The Gap Band,Yearning For Your Love,1kSxm4vU26W5xSUdnPUkyB,52,0.586,0.437,2,-10.306,1,0.0264,0.0953,4.72e-06,0.124,0.458,90.717,340933,4
99,1980,Barbra Streisand,Woman in Love,1pTGc8pwyo6xtgXBKCBcFn,68,0.469,0.278,3,-16.311,0,0.028,0.248,0.000126,0.133,0.331,169.735,231840,4
100,1980,Irene Cara,Fame,5CI1FP2Volc9wjz2MBZsGx,65,0.7,0.73,0,-8.763,0,0.0311,0.132,0,0.133,0.961,130.519,316067,4
101,1980,"Grover Washington, Jr.",Just the Two of Us,5fdNHVZHbWB1AaXk4RBGVD,69,0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,443773,4
102,1980,Benny Mardones,Into The Night,0rhyBUAgNXwdyvGVXSrLzc,56,0.435,0.69,0,-6.635,0,0.0388,0.463,0,0.104,0.51,163.486,271800,4
103,1980,The Cure,M - 2006 Remaster,6lGRiGJcWg1WiPLi7KoQvq,51,0.79,0.725,0,-9.935,1,0.0549,0.0222,0.0637,0.0863,0.605,125.097,184293,4
104,1980,Bob Marley & The Wailers,Coming In From The Cold,6lmLUNd7mcyYqKcg6EIAOu,61,0.734,0.631,5,-6.887,1,0.098,0.258,2.4e-06,0.0752,0.962,141.478,271023,4
105,1980,Carlos Y Jose,El Odio De Dos Hermanos,7E9LZqiVJUtDP2yt3ysoP0,54,0.664,0.77,2,-1.86,1,0.033,0.377,0,0.153,0.961,94.014,181453,4
106,1980,Genesis,Turn It on Again,5KXTDunEgNVBnuSBDzsm6x,51,0.546,0.813,4,-10.143,0,0.0356,0.196,0.00502,0.0486,0.427,128.131,229333,4
107,1980,Blondie,The Tide Is High - Edit,165NAtd2DRPKNQ6EVY0VG9,52,0.778,0.667,11,-7.273,1,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893,4
108,1980,Bob Marley & The Wailers,Forever Loving Jah,1CAEHafiiJKjp6t9hfYX7f,59,0.774,0.531,11,-7.176,0,0.0446,0.0595,0,0.0409,0.966,142.001,242333,4
109,1980,The Police,"When The World Is Running Down, You Make The Best Of What's Still Around",2e2P8zydI5GtcaVhTkOYa9,55,0.768,0.647,7,-7.436,1,0.0685,0.0422,0.00104,0.0947,0.802,123.937,216667,4
110,1980,The Pointer Sisters,He's so Shy,6R9NqD0WX9sJYs6PbA5onu,53,0.871,0.736,0,-7.896,0,0.0675,0.22,0.000725,0.0894,0.967,115.149,218320,4
111,1980,The B-52's,Private Idaho,1y5V5qja332UyMeUurFhDS,55,0.551,0.882,2,-6.808,1,0.0454,0.00724,1.13e-05,0.322,0.888,166.403,216360,4
112,1980,Steve Winwood,While You See A Chance,4JAFyW6oZV6DIADeV619QG,56,0.602,0.732,2,-8.29,1,0.0282,0.36,0.000314,0.0755,0.411,129.355,312773,4
113,1980,Donna Summer,Last Dance - Single Version,29RcVe2M9l8rHyWHffBmjf,58,0.341,0.721,3,-10.311,1,0.0801,0.131,0.00029,0.216,0.237,126.351,199800,4
114,1980,Bauhaus,Dark Entries,67MkU3b7k2fBL6oHHUiM09,55,0.24,0.851,2,-11.941,1,0.0492,0.00017,0.641,0.344,0.512,171.036,231560,4
115,1980,Bruce Springsteen,The River,7HrzErXq3TsKOY1gmdIShB,65,0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,301547,4
116,1980,Orchestral Manoeuvres In The Dark,Enola Gay - Remastered 2003,3NYCaxkggl0Hh8vQptSUvV,67,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4
117,1980,Scorpions,The Zoo,0YpmF3aZXOIuyi8itZbpkp,53,0.462,0.704,0,-10.177,1,0.0763,0.056,0.184,0.371,0.221,103.004,330533,4
118,1980,Camille Saint-Saëns,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",5Aa3InQJHLUtSvTDtXXMsW,56,0.167,0.02,7,-31.634,1,0.0413,0.992,0.928,0.0714,0.0431,129.916,165307,4
119,1980,Queen,Don't Try Suicide,1IPMLLv2ApSZFDLwvgt5yN,50,0.775,0.356,2,-13.842,1,0.238,0.263,0,0.0367,0.659,135.271,232773,4
120,1980,Alabama,Born Country,0MM0VlDZ4n8f7zfkz2MmqZ,52,0.579,0.52,4,-8.575,1,0.0361,0.332,0,0.165,0.521,167.311,196867,3
121,1980,U2,I Will Follow - Remastered 2008,0T702y9ndzZTnPq1bqiAM2,58,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4
122,1980,Climax Blues Band,I Love You,3VyJPsb2ucaaVptLSDpJNH,51,0.559,0.446,10,-8.805,1,0.0349,0.608,0.000131,0.0902,0.239,131.792,245452,4
123,1980,William DeVaughn,Be Thankful for What You've Got - David Todd Remix (Radio Edit),5g2sPpVq3hdk9ZuMfABrts,57,0.778,0.481,6,-13.136,0,0.0553,0.00341,0.0103,0.105,0.878,107.183,221733,4
124,1980,The Manhattans,Shining Star,0np4arBSp4ZBOfXGZhXQ4I,53,0.612,0.329,4,-13.038,1,0.0365,0.0633,0,0.0658,0.572,74.046,281853,4
125,1980,Nick Gilder,Hot Child in the City - Extended Remix,4F1DV1FrB68LNpmlvQs01N,48,0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59e-05,0.127,0.818,110.775,215092,4
126,1980,Kate Bush,Babooshka - 2018 Remaster,4DkKgGqqfx8C79RFo8ZuTl,49,0.487,0.362,5,-12.041,0,0.0382,0.759,1.63e-05,0.0673,0.292,108.778,199227,4
127,1980,Robbie Dupree,Hot Rod Hearts - Remastered,1QEZIhNmz28cJ2Lr45MKJ4,48,0.601,0.487,7,-11.119,1,0.0335,0.334,1.6e-06,0.315,0.674,118.371,221433,4
128,1980,The Police,Driven To Tears,3ixzqclumr9K5ZY8xcdo0O,54,0.615,0.523,2,-9.232,1,0.0818,0.009,0.103,0.26,0.603,158.511,200533,4
129,1980,AC/DC,What Do You Do for Money Honey,6Th6ND8RQPywiyelecP5Lf,58,0.532,0.858,9,-5.023,1,0.0599,0.00533,2.13e-06,0.751,0.495,125.698,215533,4
130,1980,"Hank Williams, Jr.",The Blues Man,5IirHic5goVkgpxyur1lmh,48,0.627,0.0973,7,-20.243,1,0.0301,0.788,0,0.116,0.201,94.861,261200,4
131,1980,Van Halen,And the Cradle Will Rock... - 2015 Remaster,4MM0jT9z9m7VFiusFrGJ8C,51,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,213150,4
132,1980,Blondie,The Tide Is High - Remastered,3lGBRoe3c6oV398Xwgf7c7,52,0.777,0.8,11,-5.803,1,0.0276,0.181,0.00204,0.201,0.969,96.674,280267,4
133,1980,George Benson,Give Me the Night,5gaUkg5JNk8c4mr2jnpX8H,60,0.835,0.765,1,-7.831,1,0.0681,0.475,0.0692,0.12,0.855,110.282,301026,4
134,1980,Olivia Newton-John,Magic,56BSwBKWHYldQOgYLHiehs,48,0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,271667,4
135,1980,The J. Geils Band,Love Stinks,3K9QlS0VCtkzUvo0HY75VE,50,0.65,0.449,0,-7.555,1,0.0281,0.00312,1.94e-05,0.548,0.699,89.641,224560,4
136,1980,Ramon Ayala Y Sus Bravos Del Norte,Tragos Amargos,3GVhFY1hAKPW5TiWM2TnpV,48,0.568,0.498,0,-5.75,1,0.0654,0.544,3.7e-06,0.0777,0.599,155.121,164027,3
137,1980,Queen,Don't Try Suicide - Remastered 2011,5BsfxG08SKbFzEhv2UXuiW,49,0.795,0.485,7,-7.529,1,0.201,0.338,0,0.0307,0.645,135.25,232120,4
138,1980,ABBA,Our Last Summer,6hHXft1nFyvfVv6UoRToPZ,60,0.504,0.528,2,-7.889,1,0.0244,0.72,6.28e-05,0.432,0.414,98.341,259733,4
139,1980,Air Supply,Every Woman in the World,6OxnToSgslbtjJuNSKSdDQ,61,0.393,0.312,9,-16.918,1,0.0366,0.307,0,0.134,0.362,156.361,209600,4
140,1980,Van Halen,Everybody Wants Some!! - 2015 Remaster,5TnzOUFWoZHUEtOWlxrIlY,49,0.528,0.769,8,-8.413,1,0.0469,0.0506,0.029,0.111,0.48,144.84,306050,4
141,1980,George Jones,If Drinkin' Don't Kill Me (Her Memory Will),1Eu8T7TxbcrlZ1oE8Eccxd,49,0.607,0.32,6,-13.036,1,0.03,0.582,0,0.168,0.234,89.78,189933,3
142,1980,Squeeze,Pulling Mussels (From The Shell),2TjXzbUt5zQ4PpHG0dEaT1,51,0.593,0.702,0,-12.668,1,0.0409,0.002,8.38e-05,0.19,0.901,142.006,238133,4
143,1980,REO Speedwagon,Don't Let Him Go,6UxGF7LGJ5qE0LJViSTsA2,50,0.497,0.961,7,-5.774,1,0.0691,0.246,0.00125,0.129,0.675,105.593,225107,4
